N,CITY_NUM,GMAX,PC,PM
155000,700,100,0.9,0.1
x,y
54,41
8,42
6,7
59,56
4,25
88,2
22,15
37,13
95,14
96,98
71,88
17,50
15,85
34,83
40,4
28,46
46,88
88,52
95,99
8,99
25,49
1,99
64,91
64,12
57,60
62,29
48,32
79,16
17,66
51,9
70,31
7,68
19,95
20,14
95,81
66,72
82,19
23,98
10,87
10,20
47,25
49,48
57,80
16,26
46,19
87,69
50,94
37,21
41,10
87,88
43,5
12,25
25,87
23,87
26,86
7,74
63,8
74,72
41,42
98,39
61,37
8,63
31,46
84,24
8,23
65,51
29,29
28,6
17,3
93,43
41,53
69,4
61,95
76,2
37,26
42,98
63,2
61,46
48,97
71,8
73,88
11,54
17,39
60,34
95,5
30,36
58,99
93,20
95,69
74,32
48,68
83,11
71,96
58,71
46,81
80,19
21,91
25,38
83,85
25,78
90,55
66,49
54,59
21,1
81,95
86,29
64,69
92,35
17,2
6,63
83,38
34,56
30,59
95,65
96,20
43,87
75,9
88,81
69,9
35,2
56,21
31,72
42,23
59,59
26,18
75,61
56,61
18,38
21,65
3,17
85,98
56,12
8,96
45,29
57,32
83,14
5,14
38,47
89,50
59,15
68,86
29,76
47,99
15,20
64,70
90,1
21,46
65,29
95,10
10,52
95,93
18,0
59,57
0,48
7,59
16,27
97,97
3,44
96,70
17,60
93,7
13,14
5,78
95,0
40,57
53,35
50,23
36,61
80,36
61,39
47,29
66,44
26,70
40,22
92,9
34,85
68,47
99,74
25,94
26,66
51,31
1,53
55,89
14,87
77,28
27,76
57,93
20,84
63,13
58,8
74,93
93,43
40,93
69,18
87,95
84,91
79,37
44,86
79,11
73,56
39,0
33,48
94,5
32,9
70,91
17,45
84,63
40,76
56,9
94,95
56,30
86,35
68,83
21,47
94,47
55,85
47,40
33,93
46,66
55,68
9,24
65,45
87,5
21,95
14,68
91,71
98,29
58,66
12,32
65,6
79,73
43,78
13,77
24,11
95,79
32,4
55,97
1,95
55,22
90,69
90,33
92,89
63,3
7,75
87,25
34,66
50,77
96,15
6,20
27,53
99,11
57,7
8,58
2,63
33,44
85,75
78,29
16,41
84,76
68,71
1,2
37,3
32,86
18,90
6,97
44,58
8,53
65,69
64,19
84,97
63,69
24,41
51,41
34,35
17,3
59,70
57,48
73,89
34,43
32,41
41,76
99,49
29,16
18,93
35,55
42,98
24,67
92,27
8,26
15,77
29,74
47,39
22,72
80,9
15,12
50,8
88,1
10,18
17,80
63,4
35,6
2,12
25,46
39,33
73,6
62,54
32,61
93,55
33,74
16,0
38,66
61,27
19,71
97,88
51,12
92,87
18,46
51,95
93,90
28,18
49,42
24,81
3,70
88,36
96,4
89,34
22,50
61,41
73,10
29,24
cost,round_duration
37750.5,211452,
36827.8,210872,
36386,210756,
37410.3,210598,
36802.2,210631,
36547.2,210802,
36988.1,210770,
36211.7,210799,
36998.6,211180,
37514.9,210727,
36672.3,210778,
36864.7,210826,
36543.5,211011,
37204,210475,
37270.7,210842,
37193.1,210744,
37812.1,210158,
37188.2,211125,
36725.9,210783,
37098.8,210929,
36962.5,210950,
37555.7,210888,
37234.8,210532,
36280.3,211031,
36432.7,211052,
38238.9,210725,
36169.3,210609,
36520,210790,
36825,210502,
37112.2,210699,
37632.1,210619,
37689.2,210523,
36889.1,210414,
37751.5,210642,
38152.9,210773,
36582.4,210940,
37085,210713,
37337.4,210891,
36468,210497,
36806.6,210848,
37651,211050,
36221.6,210525,
37643.1,210492,
36042.9,210771,
37128.7,210435,
37353.6,210914,
36146.2,210862,
37462.7,210816,
37560.4,210607,
37438,210782,
36835.4,210858,
36670.5,210405,
35649.6,210623,
36601.5,210527,
37524.8,210617,
36866.6,210415,
36380.6,210399,
35825.5,210961,
37405.6,210384,
36237.8,210430,
36727.2,210821,
37149.2,210865,
36376.3,210734,
38609.2,210885,
35932.1,210650,
37661.6,210549,
37992.1,210627,
35814.7,210582,
36809.5,210567,
37109.6,210566,
36588.5,210806,
36575.7,210314,
37138.1,212290,
37339.8,211820,
37264.8,212061,
37183.6,212325,
37726.2,211951,
36895.6,212109,
36311.6,211675,
37285.8,211624,
37921.6,211665,
36136.9,211905,
36353.8,211462,
36661.5,212160,
37473.7,211697,
35959,211889,
36880.5,211701,
37172.5,211392,
37300.7,212036,
37682.8,211221,
37299.1,211741,
36792.6,211731,
36103.7,211616,
36246.9,212119,
36779.3,211841,
36770.3,211676,
37882.1,212225,
36776.5,211499,
36809.4,211617,
37590.7,211401,

duration(ms)
21102244

min cost
35649.6

solution
168
25
470
568
36
221
390
41
603
0
312
452
179
229
50
240
318
188
471
164
110
614
572
669
58
288
100
172
236
113
404
7
473
685
333
313
281
547
143
72
633
545
155
309
259
322
674
224
178
604
331
630
55
287
599
64
261
192
465
127
231
284
649
361
366
556
348
386
446
251
525
53
338
117
230
687
375
445
650
451
43
544
564
501
334
466
66
394
432
159
119
393
40
162
346
328
442
49
144
199
105
303
450
449
285
176
296
88
548
234
382
628
456
23
511
62
389
486
679
302
527
273
79
51
671
412
588
497
612
133
420
574
693
424
615
52
363
108
104
384
3
699
245
535
403
688
567
370
516
218
252
552
493
187
504
434
97
492
399
663
414
202
611
429
226
169
93
358
344
260
440
198
455
115
379
476
85
634
559
418
383
319
684
265
78
300
92
90
387
558
86
316
118
83
675
605
283
349
670
111
185
270
551
488
295
19
213
160
368
82
317
508
391
468
665
698
140
15
323
210
395
339
652
262
356
655
673
371
17
158
676
74
474
197
454
154
203
507
122
640
196
373
131
364
597
570
405
472
629
307
583
223
598
435
215
304
407
459
593
569
428
520
354
601
266
610
643
357
651
120
208
151
506
280
565
1
44
444
469
353
279
102
324
464
513
531
190
167
621
680
519
533
392
89
491
425
329
114
541
586
537
423
271
479
577
433
180
222
268
637
16
291
623
45
668
253
18
563
439
360
181
566
239
602
667
20
624
654
150
411
94
73
581
401
678
27
80
124
103
540
496
618
438
306
336
195
431
677
175
591
571
177
388
46
587
579
352
343
189
59
293
662
427
26
505
35
216
32
573
448
112
340
377
294
129
228
657
576
400
635
585
139
135
130
244
165
171
347
345
554
503
121
2
326
532
148
227
290
385
125
526
528
152
95
184
246
350
653
458
589
232
362
351
206
510
550
609
123
512
76
682
174
365
166
153
582
33
305
482
484
235
24
233
691
683
515
481
560
257
692
681
201
617
212
430
529
647
562
237
182
631
247
521
255
274
561
141
163
267
402
298
116
211
145
37
539
286
56
625
157
619
170
422
600
138
485
327
341
109
661
590
128
332
67
695
483
498
413
500
207
101
200
694
480
584
620
276
557
396
644
63
14
91
289
380
38
225
98
142
453
241
54
523
555
359
509
638
191
622
96
264
534
258
243
447
68
136
217
149
487
460
416
321
489
310
183
248
161
5
467
616
77
205
636
690
608
421
275
308
606
457
278
282
409
478
242
238
613
325
214
578
627
494
34
462
639
592
490
689
522
355
648
106
11
219
376
70
263
538
419
408
30
299
12
330
645
254
342
495
502
437
696
186
65
194
337
48
381
29
193
664
6
659
410
666
436
220
607
137
13
463
549
87
250
311
546
656
61
315
580
626
69
658
320
595
71
335
297
475
594
441
524
81
596
426
42
641
514
4
269
21
301
517
134
8
553
536
646
672
477
443
204
378
47
60
156
367
57
132
75
374
256
146
686
398
397
31
660
406
369
209
147
10
28
314
417
372
461
518
632
9
697
543
173
107
415
249
39
575
272
499
126
542
84
292
642
530
22
277
99
